variant,A@10_mean,A@10_std,P@10_mean,P@10_std,R@10_mean,R@10_std,MRR@10_mean,MRR@10_std,MAP@10_mean,MAP@10_std,Median IFA_mean,Median IFA_std,Effort@20%Recall_mean,Effort@20%Recall_std,Recall@1%LOC_mean,Recall@1%LOC_std
sim_off,0.9379999999999996,0.0063245553203367,0.3314,0.0067363029755035,0.8381474153297683,0.0089430140520573,0.8289769841269843,0.0190243863494231,0.8527296375031496,0.0170953803817164,0.0,0.0,0.0134526665436426,0.0006650692216657,0.1432525951557093,0.0096775902945342
sim_on,0.9439999999999996,0.0126491106406735,0.3364,0.0073514926677814,0.847416815210933,0.0146797771102045,0.8338603174603175,0.0192174149328441,0.8595220414462081,0.0173133857258564,0.0,0.0,0.0129175124561726,0.0005963806184925,0.1512110726643598,0.0089416597200988
